time,open,high,low,close,Volume,Volume MA
1576231200,1.4455,1.448,1.4449,1.4477,560,539.8
1576245600,1.4474,1.4567,1.4464,1.4561,583,542.05
1576260000,1.456,1.4564,1.4538,1.4538,521,541.15
1576447200,1.4523,1.4553,1.4517,1.4537,533,541
1576461600,1.4535,1.4554,1.452,1.4553,536,542.6
1576476000,1.4551,1.4557,1.4528,1.4528,562,543.75
1576490400,1.4526,1.4528,1.4495,1.4497,510,542.65
1576504800,1.4495,1.452,1.4495,1.4512,554,543.5
1576519200,1.451,1.4526,1.4505,1.4521,504,542.15
1576533600,1.4522,1.4566,1.4518,1.4557,554,542.45
1576548000,1.4555,1.4572,1.4549,1.4559,541,541.95
1576562400,1.4557,1.4608,1.4555,1.4598,561,543.85
1576576800,1.4596,1.4617,1.4582,1.4614,551,544.85
1576591200,1.4614,1.462,1.4581,1.4595,559,547
1576605600,1.4592,1.4606,1.4573,1.4593,527,546.55
1576620000,1.4591,1.461,1.4582,1.4609,514,544.9
1576634400,1.4606,1.4616,1.4594,1.4596,528,543.05
1576648800,1.4594,1.4619,1.4588,1.4599,534,541.2
1576663200,1.4597,1.4601,1.4576,1.4597,545,542.65
1576677600,1.4595,1.4598,1.4566,1.4585,548,541.25
1576692000,1.4583,1.4595,1.4582,1.4587,508,538.65
1576706400,1.4586,1.4599,1.4538,1.4554,544,536.7
1576720800,1.4551,1.4555,1.4529,1.4536,499,535.6
1576735200,1.4533,1.4554,1.4524,1.4544,537,535.8
1576749600,1.4543,1.4572,1.4538,1.4569,547,536.35
1576764000,1.4564,1.4571,1.4514,1.4527,563,536.4
1576778400,1.4526,1.4528,1.4514,1.4522,526,537.2
1576792800,1.4518,1.4526,1.4496,1.4496,535,536.25
1576807200,1.4493,1.4519,1.4487,1.4513,521,537.1
1576821600,1.451,1.4524,1.4496,1.4509,544,536.6
1576836000,1.4506,1.451,1.4488,1.4491,545,536.8
1576850400,1.4491,1.4496,1.4475,1.4488,563,536.9
1576864800,1.4486,1.4496,1.4478,1.4486,505,534.6
1577052000,1.4504,1.4508,1.4467,1.4472,534,533.35
1577066400,1.4471,1.4486,1.4463,1.4479,529,533.45
1577080800,1.4477,1.4482,1.445,1.4456,540,534.75
1577095200,1.4454,1.4463,1.443,1.4457,511,533.9
1577109600,1.4453,1.4475,1.4446,1.4451,522,533.3
1577124000,1.4449,1.4456,1.4438,1.4443,503,531.2
1577138400,1.4442,1.4464,1.4427,1.4458,526,530.1
1577152800,1.4456,1.4464,1.4445,1.4456,532,531.3
1577167200,1.4453,1.4457,1.444,1.4457,545,531.35
1577181600,1.4455,1.4464,1.4446,1.4449,535,533.15
1577196000,1.4447,1.4453,1.4426,1.4437,526,532.6
1577210400,1.444,1.4449,1.4425,1.4435,500,530.25
1577224800,1.4444,1.4461,1.4434,1.4449,203,512.25
1577239200,1.4449,1.4452,1.4442,1.4445,229,497.4
1577253600,1.4443,1.4465,1.4439,1.4449,137,477.5
1577268000,1.4454,1.4466,1.4444,1.4445,121,457.5
1577282400,1.4446,1.4458,1.4439,1.4452,120,436.3
1577296800,1.4446,1.4459,1.4429,1.4451,119,415
1577311200,1.4447,1.445,1.4432,1.4434,411,407.4
1577325600,1.4432,1.4437,1.4428,1.4432,394,401.85
1577340000,1.443,1.4436,1.4423,1.4436,395,394.9
1577354400,1.4434,1.4445,1.4424,1.4426,435,390.2
1577368800,1.4424,1.4428,1.4403,1.4408,460,386.2
1577383200,1.4406,1.4409,1.4386,1.4395,457,383.5
1577397600,1.4394,1.4404,1.4383,1.439,493,382.05
1577412000,1.4387,1.4394,1.437,1.4381,530,383.4
1577426400,1.4379,1.4392,1.4366,1.4369,553,384.75
1577440800,1.4367,1.4369,1.4327,1.4342,554,385.85
1577455200,1.434,1.4355,1.4311,1.4334,556,386.4
1577469600,1.4332,1.4339,1.4308,1.431,523,385.8
1577656800,1.4342,1.4342,1.4296,1.4302,528,385.9
1577671200,1.43,1.4317,1.4284,1.4297,559,388.85
1577685600,1.4295,1.4316,1.4291,1.4292,555,406.45
1577700000,1.4289,1.43,1.428,1.4287,509,420.45
1577714400,1.4285,1.4304,1.4272,1.4283,553,441.25
1577728800,1.4281,1.4298,1.4277,1.4295,507,460.55
1577743200,1.4293,1.4295,1.4269,1.4272,516,480.35
1577757600,1.427,1.4283,1.4265,1.4269,520,500.4
1577772000,1.4268,1.4274,1.4257,1.4262,531,506.4
1577786400,1.426,1.4267,1.4232,1.4234,528,513.1
1577800800,1.4232,1.4244,1.4218,1.4233,569,521.8
1577815200,1.4232,1.4255,1.4231,1.425,450,522.55
1577829600,1.4246,1.4255,1.4185,1.4185,115,505.3
1577844000,1.4185,1.425,1.4185,1.4197,120,488.45
1577858400,1.4197,1.425,1.4194,1.425,113,469.45
1577872800,1.425,1.425,1.4198,1.4199,119,448.9
1577887200,1.4199,1.426,1.4196,1.426,121,427.3
1577901600,1.424,1.4272,1.4234,1.4243,167,407.95
1577916000,1.425,1.4271,1.4242,1.4252,534,406.85
1577930400,1.425,1.4293,1.4244,1.428,549,408.15
1577944800,1.4278,1.4293,1.4269,1.4289,557,409.6
1577959200,1.4286,1.4318,1.4284,1.429,552,409.25
1577973600,1.4289,1.4327,1.4277,1.4319,572,410.1
1577988000,1.4315,1.4325,1.43,1.4305,522,410.75
1578002400,1.4298,1.4338,1.4294,1.4337,521,409.15
1578016800,1.4336,1.4369,1.4329,1.4365,552,411.4
1578031200,1.4363,1.4415,1.4356,1.4415,584,414.8
1578045600,1.4412,1.4426,1.4373,1.4396,567,417.15
1578060000,1.4394,1.4398,1.4355,1.436,535,417.35
1578074400,1.4358,1.4396,1.4358,1.4386,498,415.85
1578261600,1.4402,1.442,1.4372,1.4409,547,414.75
1578276000,1.4405,1.4414,1.4388,1.4414,559,420.2
1578290400,1.4411,1.4422,1.4374,1.4376,562,442.55
1578304800,1.4373,1.4402,1.4369,1.4398,568,464.95
1578319200,1.4396,1.4437,1.4396,1.4417,537,486.15
1578333600,1.4416,1.4424,1.4399,1.4406,494,504.9
1578348000,1.4407,1.4434,1.4399,1.4423,530,525.35
1578362400,1.4421,1.4465,1.4408,1.4465,545,544.25
1578376800,1.4462,1.4512,1.445,1.4506,580,546.55
1578391200,1.4504,1.4564,1.4504,1.4563,564,547.3
1578405600,1.4559,1.4576,1.4549,1.4557,567,547.8
1578420000,1.4555,1.4572,1.455,1.4557,522,546.3
1578434400,1.4547,1.4596,1.4547,1.4564,569,546.15
1578448800,1.4562,1.4565,1.4525,1.4555,562,548.15
1578463200,1.4553,1.4555,1.4521,1.4549,565,550.35
1578477600,1.4547,1.4579,1.4546,1.4559,575,551.5
1578492000,1.4557,1.4598,1.4533,1.4541,567,550.65
1578506400,1.454,1.4565,1.454,1.4563,531,548.85
1578520800,1.4561,1.4569,1.4531,1.4545,538,549
1578535200,1.4543,1.456,1.4541,1.4542,529,550.55
1578549600,1.454,1.4587,1.4535,1.458,552,550.8
1578564000,1.4578,1.4585,1.4558,1.4565,573,551.5
1578578400,1.4564,1.4595,1.4564,1.4593,535,550.15
1578592800,1.459,1.4594,1.4577,1.4578,484,545.95
1578607200,1.4577,1.4594,1.4553,1.4586,534,545.8
1578621600,1.4584,1.4589,1.4529,1.4536,540,548.1
1578636000,1.4533,1.4553,1.4526,1.454,494,546.3
1578650400,1.4538,1.4547,1.4508,1.4535,555,546.8
1578664800,1.4532,1.4539,1.4466,1.4478,578,546.7
1578679200,1.4477,1.4493,1.4466,1.4489,521,544.55
1578866400,1.4494,1.4499,1.4461,1.4465,490,540.7
1578880800,1.4465,1.4472,1.4448,1.4455,527,540.95
1578895200,1.4453,1.448,1.445,1.448,496,537.3
1578909600,1.4477,1.4501,1.4472,1.4475,558,537.1
1578924000,1.4473,1.4501,1.4454,1.4465,561,536.9
1578938400,1.4463,1.4486,1.4457,1.4484,513,533.8
1578952800,1.4481,1.4522,1.4472,1.4513,528,531.85
1578967200,1.4511,1.4515,1.4479,1.45,550,532.8
1578981600,1.4496,1.4509,1.4471,1.449,573,534.55
1578996000,1.4488,1.4503,1.4478,1.4488,564,536.3
1579010400,1.4486,1.4497,1.4471,1.4481,564,536.9
1579024800,1.4478,1.4495,1.4476,1.4482,517,534.1
1579039200,1.4483,1.4507,1.448,1.4492,519,533.3
1579053600,1.4492,1.4504,1.4487,1.4495,532,535.7
1579068000,1.4493,1.4527,1.4487,1.4518,552,536.6
1579082400,1.4515,1.4537,1.4495,1.4522,571,538.15
1579096800,1.452,1.4521,1.4455,1.447,561,541.5
1579111200,1.4468,1.4493,1.4466,1.4477,505,539
1579125600,1.4481,1.4485,1.4451,1.447,524,536.3
1579140000,1.4467,1.4485,1.4465,1.4478,511,535.8
1579154400,1.4475,1.4486,1.4448,1.4449,546,538.6
1579168800,1.4448,1.4454,1.4421,1.4445,562,540.35
1579183200,1.4443,1.4514,1.4434,1.4506,572,544.15
1579197600,1.4505,1.4514,1.4487,1.4498,519,542.2
1579212000,1.4494,1.4525,1.4484,1.4507,507,539.5
1579226400,1.4505,1.4509,1.448,1.4496,526,540.15
1579240800,1.4494,1.4501,1.4467,1.4474,552,541.35
1579255200,1.4472,1.4518,1.4469,1.4516,563,542
1579269600,1.4514,1.4549,1.4504,1.4536,561,541.4
1579284000,1.4534,1.455,1.4531,1.4547,480,537.2
1579471200,1.4548,1.4548,1.4525,1.4531,531,535.55
1579485600,1.4528,1.4533,1.4517,1.4522,505,534.95
1579500000,1.4519,1.456,1.451,1.4553,554,536.7
1579514400,1.455,1.4577,1.455,1.4573,531,536.65
1579528800,1.457,1.4585,1.4546,1.4554,519,535
1579543200,1.4551,1.4559,1.4537,1.4548,473,530.1
1579557600,1.4547,1.4581,1.4532,1.4575,515,527.8
1579572000,1.4573,1.4589,1.4556,1.4574,530,529.05
1579586400,1.4571,1.4607,1.4561,1.4585,563,531
1579600800,1.4584,1.4589,1.4544,1.4562,566,533.75
1579615200,1.4554,1.4597,1.4551,1.4593,553,534.1
1579629600,1.4591,1.4612,1.4587,1.4607,523,532.15
1579644000,1.4607,1.4645,1.4597,1.4634,496,528.35
1579658400,1.4633,1.4635,1.4605,1.4614,539,529.35
1579672800,1.4612,1.4633,1.4607,1.461,550,531.5
1579687200,1.4608,1.4612,1.4583,1.46,548,532.6
1579701600,1.4597,1.4632,1.4584,1.4622,568,533.4
1579716000,1.4619,1.4624,1.4604,1.4611,497,530.1
1579730400,1.4609,1.4619,1.4536,1.4551,520,528.05
1579744800,1.4548,1.4579,1.4535,1.4574,549,531.5
1579759200,1.4573,1.4582,1.4537,1.4552,564,533.15
1579773600,1.455,1.4564,1.4543,1.4562,531,534.45
1579788000,1.4561,1.464,1.4555,1.4619,575,535.5
1579802400,1.4617,1.4623,1.4597,1.4599,515,534.7
1579816800,1.4604,1.4622,1.4593,1.4609,532,535.35
1579831200,1.4609,1.4616,1.4594,1.4604,524,537.9
1579845600,1.4603,1.4622,1.4582,1.4622,560,540.15
1579860000,1.462,1.463,1.4594,1.4608,558,541.55
1579874400,1.4607,1.4665,1.4601,1.4653,559,541.35
1579888800,1.4652,1.4665,1.4643,1.4647,532,539.65
1580076000,1.4675,1.4701,1.4663,1.4684,558,539.9
1580090400,1.4682,1.4701,1.4682,1.469,545,541
1580104800,1.4687,1.4766,1.4687,1.4755,563,544.35
1580119200,1.4753,1.478,1.4753,1.4764,574,546.1
1580133600,1.4762,1.4807,1.4758,1.4791,573,547.25
1580148000,1.4789,1.4797,1.4781,1.479,532,546.45
1580162400,1.4786,1.4816,1.4783,1.4808,522,544.15
1580176800,1.4805,1.4817,1.4778,1.4783,558,547.2
1580191200,1.4781,1.484,1.478,1.4818,563,549.35
1580205600,1.4817,1.4833,1.4792,1.4803,560,549.9
1580220000,1.4801,1.482,1.4794,1.4816,524,547.9
1580234400,1.4815,1.4818,1.4781,1.4784,518,547.25
1580248800,1.4785,1.4801,1.4764,1.4781,542,545.6
1580263200,1.4781,1.4786,1.4752,1.4767,557,547.7
1580277600,1.4765,1.4809,1.4765,1.4806,554,548.8
1580292000,1.4804,1.4827,1.4799,1.4825,553,550.25
1580306400,1.4823,1.4843,1.4812,1.4817,550,549.75
1580320800,1.4816,1.4831,1.4784,1.4806,550,549.35
1580335200,1.4798,1.4839,1.4798,1.4827,534,548.1
1580349600,1.4825,1.4853,1.482,1.4841,564,549.7
1580364000,1.4838,1.4874,1.4831,1.4853,580,550.8
1580378400,1.4851,1.489,1.4848,1.4883,570,552.05
1580392800,1.488,1.4921,1.4879,1.4908,563,552.05
1580407200,1.4907,1.4908,1.4868,1.4877,461,546.4
1580421600,1.4874,1.4909,1.4857,1.4891,543,544.9
1580436000,1.4889,1.4901,1.4868,1.4878,560,546.3
1580450400,1.4876,1.4958,1.4876,1.4949,557,548.05
1580464800,1.4946,1.4962,1.4913,1.4916,567,548.5
1580479200,1.4915,1.4951,1.4909,1.493,580,549.35
1580493600,1.4927,1.4954,1.4926,1.4944,558,549.25
1580680800,1.4951,1.4958,1.4912,1.4924,558,550.95
1580695200,1.4925,1.4957,1.4912,1.4917,553,552.7
1580709600,1.4915,1.4954,1.4907,1.4929,566,553.9
1580724000,1.4927,1.4946,1.4913,1.4932,549,553.5
1580738400,1.493,1.4959,1.4909,1.495,567,554.15
1580752800,1.4948,1.4952,1.4938,1.494,494,551.2
1580767200,1.4939,1.497,1.4931,1.4934,507,549.05
1580781600,1.4936,1.496,1.487,1.4889,570,550.05
1580796000,1.4886,1.4908,1.485,1.4904,564,551.55
1580810400,1.4902,1.491,1.4869,1.4877,569,551.8
1580824800,1.4874,1.4876,1.4837,1.4844,557,550.65
1580839200,1.4837,1.485,1.483,1.484,503,547.3
1580853600,1.4835,1.4869,1.4824,1.4827,542,546.25
1580868000,1.4824,1.485,1.4822,1.4843,533,549.85
1580882400,1.484,1.4844,1.4759,1.4767,559,550.65
1580896800,1.4764,1.4804,1.4763,1.4769,564,550.85
1580911200,1.4767,1.483,1.4764,1.4825,551,550.55
1580925600,1.4822,1.4829,1.4816,1.482,504,547.4
1580940000,1.4818,1.4822,1.4784,1.4804,510,543.9
1580954400,1.4804,1.4818,1.4779,1.4792,562,544.1
1580968800,1.4789,1.4838,1.4786,1.4831,567,544.55
1580983200,1.4829,1.4831,1.4793,1.4802,555,544.65
1580997600,1.4801,1.4855,1.4801,1.4839,547,543.7
1581012000,1.4839,1.4863,1.4834,1.4853,501,541.3
1581026400,1.4855,1.4893,1.4843,1.4886,509,538.4
1581040800,1.4882,1.4896,1.4871,1.4885,523,539.85
1581055200,1.4882,1.496,1.4868,1.496,570,543
1581069600,1.4959,1.4986,1.4951,1.4979,563,542.65
1581084000,1.4978,1.5006,1.4947,1.4972,555,542.2
1581098400,1.4974,1.4982,1.4966,1.498,527,540.1
1581285600,1.4984,1.49968,1.4944,1.4947,539,539.2
1581300000,1.49488,1.49514,1.4909,1.49169,537,540.9
1581314400,1.49179,1.49497,1.4906,1.49373,576,542.6
1581328800,1.49366,1.49616,1.49235,1.4957,564,544.15
1581343200,1.49611,1.49861,1.4938,1.4981,556,544
1581357600,1.49838,1.49838,1.4951,1.4951,501,540.85
1581372000,1.4954,1.49644,1.49077,1.49215,490,537.8
1581386400,1.49246,1.49308,1.4888,1.489,534,539.3
1581400800,1.48899,1.49118,1.4879,1.4906,546,541.1
1581415200,1.49083,1.49248,1.4896,1.49008,531,539.55
1581429600,1.49001,1.49032,1.484,1.48966,572,539.8
1581444000,1.48965,1.49052,1.4887,1.4889,470,535.55
1581458400,1.489,1.48953,1.485,1.4853,491,532.75
1581472800,1.48563,1.48633,1.484,1.486,521,533.75
1581487200,1.48629,1.48709,1.4814,1.4834,571,536.85
1581501600,1.48362,1.48369,1.4815,1.48345,554,538.4
1581516000,1.48357,1.48489,1.4811,1.4835,557,537.75
1581530400,1.48362,1.4849,1.4826,1.4838,476,533.4
1581544800,1.4839,1.49037,1.4836,1.486,513,531.3
1581559200,1.48653,1.48927,1.4858,1.48804,537,531.8
1581573600,1.48846,1.48973,1.4839,1.48646,552,532.45
1581588000,1.48659,1.48754,1.4839,1.4839,545,532.85
1581602400,1.48475,1.48711,1.4824,1.4869,566,532.35
1581616800,1.48705,1.48856,1.4864,1.4879,489,528.6
1581631200,1.4882,1.49012,1.4864,1.48709,481,524.85
1581645600,1.48715,1.48864,1.4853,1.4878,507,525.15
1581660000,1.48797,1.48861,1.4855,1.4869,536,527.45
1581674400,1.48724,1.48995,1.4866,1.4869,540,527.75
1581688800,1.48733,1.48955,1.4864,1.4893,558,528.35
1581703200,1.48928,1.4902,1.4887,1.489,476,525.6
1581890400,1.4865,1.48901,1.4857,1.48662,516,522.8
1581904800,1.4864,1.48729,1.4847,1.48548,492,523.9
1581919200,1.4853,1.48762,1.4852,1.48642,538,526.25
1581933600,1.4863,1.48906,1.4857,1.48826,526,526.5
1581948000,1.48825,1.48939,1.487,1.48832,521,524
1581962400,1.4882,1.4895,1.4877,1.48931,454,519
1581976800,1.4891,1.49496,1.4886,1.4939,486,515.45
1581991200,1.4942,1.49581,1.4936,1.49443,500,516.65
1582005600,1.4942,1.49812,1.4935,1.49769,557,518.85
1582020000,1.49758,1.49787,1.4946,1.49648,558,519.9
1582034400,1.4963,1.49765,1.4926,1.49481,559,520.25
1582048800,1.4946,1.496,1.4941,1.49491,479,516.95
1582063200,1.4953,1.496,1.4933,1.49498,526,514.95
1582077600,1.4948,1.49498,1.4919,1.49364,521,516.55
1582092000,1.49366,1.49438,1.4905,1.49228,559,520.45
1582106400,1.4922,1.49706,1.4921,1.4966,550,522.6
1582120800,1.4959,1.50001,1.4959,1.499,560,523.8
1582135200,1.4988,1.49911,1.4969,1.49724,516,522.6
1582149600,1.4975,1.50548,1.4941,1.5044,546,522
1582164000,1.50435,1.50797,1.5024,1.50326,568,526.6
1582178400,1.5032,1.50988,1.5031,1.5066,575,529.55
1582192800,1.50669,1.51141,1.50657,1.51073,569,533.4
1582207200,1.5107,1.51253,1.5068,1.51087,533,533.15
1582221600,1.51091,1.51213,1.5099,1.5119,520,532.85
1582236000,1.5114,1.51254,1.5094,1.51234,512,532.4
1582250400,1.51235,1.5166,1.5123,1.5148,569,538.15
1582264800,1.51487,1.51815,1.5136,1.51666,571,542.4
1582279200,1.51635,1.51675,1.5129,1.51376,559,545.35
1582293600,1.51387,1.51547,1.5059,1.5077,569,545.95
1582308000,1.50801,1.50965,1.5072,1.5086,507,543.4
1582495200,1.51782,1.51782,1.5104,1.51265,580,544.45
1582509600,1.51263,1.51549,1.51171,1.51549,559,548.45
1582524000,1.51554,1.51784,1.5136,1.51643,580,551.15
1582538400,1.51627,1.51771,1.5135,1.51593,564,553.3
1582552800,1.51574,1.51589,1.5103,1.51054,567,553.7
1582567200,1.51075,1.51542,1.5106,1.5136,554,553.9
1582581600,1.5143,1.51494,1.5099,1.51129,539,552.85
1582596000,1.51117,1.51304,1.5097,1.51251,554,554.75
1582610400,1.51278,1.51591,1.5103,1.51567,578,556.35
1582624800,1.51583,1.51776,1.5141,1.51759,576,556.75
1582639200,1.51732,1.51806,1.5129,1.51406,575,556.75
1582653600,1.51402,1.51613,1.5134,1.51469,558,556.2
1582668000,1.5142,1.5175,1.5136,1.51648,524,555.75
1582682400,1.5166,1.51728,1.51342,1.51721,564,557.95
1582696800,1.51726,1.52165,1.5168,1.52063,586,561.65
1582711200,1.52025,1.5237,1.5196,1.52333,575,561.95
1582725600,1.52322,1.52601,1.52025,1.52544,574,562.1
1582740000,1.52543,1.52815,1.5238,1.52815,534,560.85
1582754400,1.5278,1.52788,1.525,1.5269,549,559.85
1582768800,1.52716,1.52716,1.5235,1.52561,561,562.55
1582783200,1.52555,1.52733,1.5199,1.5215,578,562.45
1582797600,1.52131,1.52252,1.51928,1.52035,584,563.7
1582812000,1.52039,1.52132,1.5171,1.51913,581,563.75
1582826400,1.51917,1.52242,1.5171,1.5218,564,563.75
1582840800,1.5221,1.52486,1.51836,1.5235,558,563.3
1582855200,1.52425,1.53426,1.5231,1.53299,591,565.15
1582869600,1.53271,1.53401,1.5274,1.5316,583,567.35
1582884000,1.53172,1.53966,1.5311,1.53749,580,568.65
1582898400,1.53756,1.55388,1.5354,1.54064,586,569.05
1582912800,1.54063,1.5432,1.53061,1.5356,581,569.3
1583100000,1.54574,1.54574,1.5315,1.534,568,568.95
1583114400,1.53434,1.53502,1.5274,1.5331,580,570.05
1583128800,1.53334,1.53334,1.5221,1.52676,591,573.4
1583143200,1.52733,1.53212,1.52443,1.5279,584,574.4
1583157600,1.52799,1.53524,1.5256,1.5301,584,574.3
1583172000,1.53041,1.53313,1.5276,1.5285,575,574.3
1583186400,1.5291,1.53599,1.5267,1.53515,557,573.45
1583200800,1.53521,1.53521,1.5231,1.52842,579,575.7
1583215200,1.52856,1.52885,1.5231,1.5239,585,577.5
1583229600,1.5239,1.5251,1.5208,1.5211,565,577.7
1583244000,1.52125,1.52147,1.5048,1.5127,580,577.8
1583258400,1.51286,1.51919,1.5121,1.5184,572,577.2
1583272800,1.5185,1.52019,1.51155,1.51651,544,575.35
1583287200,1.51629,1.51658,1.5115,1.5154,558,575.05
1583301600,1.51559,1.51702,1.5113,1.5119,572,575.75
1583316000,1.51215,1.51227,1.5084,1.5112,573,574.85
1583330400,1.51142,1.51416,1.5094,1.5127,576,574.5
1583344800,1.5126,1.51263,1.5084,1.5084,547,572.85
1583359200,1.5089,1.51299,1.5081,1.5112,543,570.7
1583373600,1.51129,1.51226,1.5087,1.5089,544,568.85
1583388000,1.50887,1.50978,1.5068,1.50704,569,568.9
1583402400,1.50715,1.51518,1.5063,1.5147,577,568.75
1583416800,1.51506,1.51822,1.5132,1.5163,549,566.65
1583431200,1.51643,1.51755,1.51058,1.5114,556,565.25
1583445600,1.5115,1.5147,1.5094,1.5133,549,563.5
1583460000,1.51365,1.5183,1.51365,1.5152,560,562.75
1583474400,1.51585,1.51594,1.50372,1.50648,572,563.5
1583488800,1.50684,1.50927,1.50199,1.5073,586,563.85
1583503200,1.508,1.50899,1.50445,1.5074,586,563.9
1583517600,1.50786,1.50864,1.50387,1.5047,565,563.9
1583704800,1.5149,1.55485,1.509,1.54566,581,563.95
1583719200,1.54662,1.54875,1.52186,1.53052,598,565.25
1583733600,1.52879,1.53031,1.5126,1.51678,589,567.5
1583748000,1.51783,1.51846,1.50825,1.51323,585,568.85
1583762400,1.5129,1.5151,1.49569,1.51336,589,569.7
1583776800,1.51393,1.51917,1.51342,1.51734,550,568.55
1583791200,1.51669,1.52361,1.5115,1.5227,586,569.05
1583805600,1.52264,1.52695,1.5179,1.52678,582,570.8
1583820000,1.52683,1.52762,1.51938,1.52091,588,573.05
1583834400,1.52132,1.52858,1.52132,1.52846,581,574.9
1583848800,1.52862,1.5469,1.5276,1.5427,584,575.65
1583863200,1.54288,1.54393,1.53502,1.53951,535,573.55
1583877600,1.53766,1.54157,1.535,1.53697,581,575.15
1583892000,1.5369,1.53893,1.53405,1.5383,577,576.2
1583906400,1.5384,1.53915,1.53002,1.53267,588,578.15
1583920800,1.53264,1.53545,1.52914,1.53022,585,579.4
1583935200,1.53052,1.53843,1.5298,1.53541,583,579.95
1583949600,1.53538,1.54247,1.534,1.54055,546,577.95
1583964000,1.54076,1.54971,1.5402,1.54767,582,577.75
1583978400,1.54789,1.54896,1.5449,1.54759,587,578.85
1583992800,1.54722,1.55869,1.5468,1.55869,580,578.8
1584007200,1.55821,1.57875,1.5563,1.57399,590,578.4
1584021600,1.57297,1.59509,1.56722,1.57198,595,578.7
1584036000,1.57277,1.609,1.57203,1.5854,542,576.55
1584050400,1.58632,1.5962,1.58056,1.58564,594,576.8
1584064800,1.58607,1.59364,1.5811,1.58812,587,578.65
1584079200,1.5883,1.59316,1.5834,1.586,586,578.65
1584093600,1.58638,1.59239,1.584,1.59049,588,578.95
1584108000,1.59098,1.632,1.58941,1.62087,596,579.35
1584122400,1.62093,1.62878,1.60285,1.618,469,573.75
1584309600,1.5965,1.639,1.59119,1.63157,593,574.2
1584324000,1.6312,1.63282,1.6169,1.6212,592,577.05
1584338400,1.62125,1.63242,1.617,1.6208,596,577.8
1584352800,1.62088,1.64422,1.6177,1.6335,589,578.4
1584367200,1.63383,1.63711,1.62188,1.6306,595,578.75
1584381600,1.63089,1.64035,1.62857,1.6377,535,576.25
1584396000,1.63672,1.64029,1.6274,1.63234,588,576.5
1584410400,1.633,1.64088,1.62908,1.64046,577,578.05
1584424800,1.6395,1.65561,1.6395,1.65473,592,578.55
1584439200,1.6548,1.67111,1.6537,1.66607,594,578.9
1584453600,1.6664,1.67752,1.6606,1.66769,596,579.7
1584468000,1.6676,1.67614,1.65862,1.6626,535,576.95
1584482400,1.66249,1.67136,1.66084,1.6643,587,576.55
1584496800,1.66487,1.66559,1.6592,1.6629,579,578.4
1584511200,1.66312,1.6883,1.66312,1.67923,592,578.3
1584525600,1.6791,1.7039,1.6765,1.70043,592,578.55
1584540000,1.7002,1.7528,1.69406,1.7282,597,579.1
1584554400,1.7276,1.7403,1.7218,1.72777,480,573.7
1584568800,1.7282,1.79989,1.71962,1.79989,588,573.3
1584583200,1.7954,1.81199,1.77487,1.78166,597,579.7
1584597600,1.7816,1.78249,1.72558,1.74585,598,579.95
1584612000,1.7449,1.75185,1.71612,1.7187,594,580.05
1584626400,1.71935,1.72469,1.67978,1.7217,600,580.25
1584640800,1.72186,1.7463,1.72095,1.7433,516,576.6
1584655200,1.74291,1.76417,1.70302,1.71403,590,576.35
1584669600,1.7141,1.7186,1.6937,1.70959,596,579.4
1584684000,1.70857,1.70959,1.67186,1.69214,599,579.95
1584698400,1.6915,1.71624,1.68357,1.71578,597,580.95
1584712800,1.7155,1.72889,1.6958,1.71319,600,581.35
1584727200,1.7132,1.73921,1.7132,1.7229,469,575.1
1584914400,1.72141,1.75366,1.72141,1.7387,591,574.85
1584928800,1.73912,1.74455,1.73039,1.73261,593,577.75
1584943200,1.73267,1.74221,1.72139,1.73785,599,578.35
1584957600,1.73921,1.74701,1.71228,1.71552,595,579.15
1584972000,1.7156,1.74226,1.71287,1.72323,595,579.3
1584986400,1.72421,1.72982,1.71356,1.71612,509,575.15
1585000800,1.71659,1.7195,1.68538,1.68963,590,574.8
1585015200,1.68977,1.69772,1.68176,1.69335,587,580.15
1585029600,1.69272,1.69485,1.6736,1.67868,588,580.15
1585044000,1.67998,1.70432,1.67651,1.6886,595,580.05
1585058400,1.68888,1.6976,1.6765,1.6955,595,579.9
1585072800,1.69533,1.69651,1.67204,1.67462,572,578.8
1585087200,1.67743,1.68388,1.6692,1.6737,595,578.55
1585101600,1.67438,1.67685,1.65421,1.65421,594,582.45
1585116000,1.65616,1.65995,1.6467,1.65199,594,582.65
1585130400,1.65235,1.67183,1.65235,1.67183,597,582.7
1585144800,1.67217,1.68539,1.67217,1.67572,592,582.35
1585159200,1.67513,1.67952,1.67513,1.67811,544,579.7
1585173600,1.67814,1.70272,1.6772,1.70081,594,579.4
1585188000,1.70113,1.70315,1.6847,1.69024,591,585.5
1585202400,1.68983,1.6914,1.67287,1.67612,592,585.55
1585216800,1.67576,1.67637,1.65191,1.65577,594,585.6
1585231200,1.65378,1.66368,1.64728,1.65284,596,585.45
1585245600,1.65328,1.65503,1.6422,1.65503,557,583.55
1585260000,1.65486,1.65646,1.6366,1.64271,596,583.6
1585274400,1.64344,1.64455,1.6321,1.6323,597,588
1585288800,1.63295,1.65285,1.63242,1.64914,599,588.45
1585303200,1.64867,1.65969,1.6401,1.64968,597,588.95
1585317600,1.65017,1.65153,1.6171,1.61772,598,589.45
1585332000,1.61904,1.62285,1.6126,1.6214,472,583.3
1585519200,1.62414,1.63512,1.6169,1.62565,596,583.35
1585533600,1.62623,1.63225,1.6214,1.62164,591,584.3
