time,open,high,low,close,Basis,Upper,Lower,Volume,Volume MA,K,D
1567735200,1.468,1.4683,1.4651,1.4655,1.474139999999996,1.4903744571850837,1.4579055428149084,543,543.8,58.364026214212885,45.514389667131546
1567749600,1.4653,1.4665,1.462,1.4626,1.472684999999996,1.4875191868699853,1.4578508131300068,560,544.85,48.43220512299553,52.3014270763446
1567764000,1.4623,1.4639,1.459,1.4596,1.4712549999999962,1.485325319829028,1.4571846801709645,564,544.85,26.395248126525605,44.397159821244394
1567778400,1.4594,1.4609,1.4571,1.4585,1.469814999999996,1.482881334608178,1.4567486653918142,569,545.7,8.183985618676125,27.67047962273214
1567792800,1.4583,1.4608,1.4583,1.4603,1.468629999999996,1.4805872739406465,1.4566727260593457,398,537.85,14.5548238289548,16.37801919138523
1567980000,1.4603,1.4623,1.4595,1.4606,1.4677249999999962,1.4792278474775782,1.4562221525224142,550,537.95,31.528479521115674,18.08909632291525
1567994400,1.4604,1.4608,1.4576,1.4576,1.4666099999999962,1.4774819639482268,1.4557380360517655,530,539.65,38.20983157476164,28.09771164161042
1568008800,1.4573,1.4587,1.4552,1.4553,1.4656499999999961,1.4769480529336494,1.4543519470663429,557,540.35,23.655007745806998,31.131106280561152
1568023200,1.4551,1.4564,1.4548,1.4557,1.464629999999996,1.4756501814908733,1.4536098185091189,546,539.85,10.124717251072928,23.996518857213573
1568037600,1.4555,1.4564,1.4541,1.4553,1.4637199999999961,1.4746656109967085,1.4527743890032838,558,539.4,5.593700923439491,13.124475306772856
1568052000,1.455,1.4575,1.455,1.4562,1.462854999999996,1.4732950143722936,1.4524149856276984,484,536.25,16.174032973560294,10.63081704935729
1568066400,1.4562,1.4588,1.4556,1.4584,1.4621999999999962,1.4720132563449375,1.4523867436550548,542,535.45,42.7572924640657,21.508342120354882
1568080800,1.4581,1.4595,1.4571,1.4576,1.4615199999999962,1.4706019821676735,1.4524380178323189,527,537.15,66.9975539304636,41.97629312269625
1568095200,1.4574,1.4591,1.4555,1.4575,1.461079999999996,1.470044953992913,1.4521150460070789,558,537.45,85.19155598406023,64.98213412619623
1568109600,1.4572,1.4599,1.4571,1.4595,1.4607149999999962,1.4693052910364468,1.4521247089635456,557,537.35,88.49826462946135,80.22912484799478
1568124000,1.4592,1.4595,1.455,1.4563,1.4601599999999961,1.4683771527973017,1.4519428472026905,548,536.3,83.19643591769862,85.62875217707312
1568138400,1.4561,1.4581,1.456,1.4571,1.4597999999999962,1.4678899938251762,1.4517100061748163,462,531.6,80.76081060190512,84.15183704968808
1568152800,1.4569,1.4599,1.4566,1.459,1.4594149999999964,1.4668622209641788,1.4519677790358139,537,531.15,80.76081060190512,81.57268570716934
1568167200,1.4589,1.459,1.4524,1.4545,1.4587649999999963,1.4655125254788857,1.452017474521107,570,535.15,78.50307443509037,80.00823187963324
1568181600,1.4542,1.4573,1.4537,1.4558,1.4581449999999962,1.4634313881894911,1.4528586118105014,523,534.15,77.67919606793983,78.98102703497817
1568196000,1.4556,1.4578,1.455,1.4571,1.4577249999999962,1.4618041543352323,1.45364584566476,547,534.35,76.33938146665729,77.50721732322889
1568210400,1.4568,1.4584,1.4568,1.4575,1.4574699999999963,1.4608812168052412,1.4540587831947513,547,533.7,90.8416824861577,81.62008667358465
1568224800,1.4572,1.4578,1.4564,1.4569,1.4573349999999963,1.4606093091010868,1.4540606908989058,433,527.15,96.34945987146271,87.84350794142563
1568239200,1.4566,1.4574,1.453,1.4549,1.4571549999999962,1.4605470348011511,1.4537629651988413,510,524.2,86.00467088896885,91.06527108219615
1568253600,1.4549,1.4559,1.4518,1.4531,1.4567949999999963,1.4603018361935614,1.4532881638064312,534,531,55.637768482234044,79.33063308088826
1568268000,1.4529,1.4533,1.4516,1.4528,1.4564049999999962,1.459867065870413,1.4529429341295794,488,527.9,25.681736179288524,55.77472518349686
1568282400,1.4526,1.4569,1.4524,1.4541,1.4562299999999964,1.4597853340335565,1.4526746659664362,557,529.25,20.97341335209188,34.09763933787121
1568296800,1.454,1.456,1.4503,1.4546,1.4561949999999964,1.4597997052707836,1.452590294729209,566,529.7,40.6321846303313,29.09577805390363
1568311200,1.4543,1.4573,1.4541,1.4561,1.4562149999999965,1.4598129299727387,1.4526170700272543,500,527.4,72.89894246053173,44.834846814318034
1568325600,1.4561,1.4577,1.4543,1.4552,1.4562099999999965,1.4598132762991982,1.4526067237007947,521,525.55,82.61366802451072,65.38159837179097
1568340000,1.4552,1.4562,1.4543,1.4548,1.4561399999999964,1.4597953522524432,1.4524846477475497,539,528.3,83.65571229920168,79.72277426141444
1568354400,1.4546,1.4558,1.4528,1.4543,1.4559349999999964,1.4595195641419696,1.4523504358580233,557,529.05,70.16123183932247,78.81020405434468
1568368800,1.4541,1.4565,1.4527,1.4534,1.4557249999999964,1.4593860790878619,1.4520639209121309,551,530.25,56.49585764435073,70.10426726095803
1568383200,1.4532,1.4546,1.4504,1.4521,1.4554549999999966,1.4593421454933742,1.451567854506619,553,530,36.447361743102,54.368150408924784
1568397600,1.4517,1.4539,1.4513,1.4533,1.4551449999999966,1.4586637924187913,1.4516262075812019,419,523.1,35.05210634679532,42.665108578082396
1568584800,1.4561,1.4562,1.4523,1.4543,1.4550449999999966,1.458540411289878,1.451549588710115,563,523.85,52.19410933554693,41.2311924751478
1568599200,1.4537,1.4558,1.4532,1.4545,1.4549149999999966,1.4582862164104224,1.4515437835895708,540,527.75,81.05092371511948,56.0990464658203
1568613600,1.4543,1.4559,1.4522,1.453,1.4546149999999964,1.457513465126468,1.4517165348735248,551,528.45,81.84528142934029,71.69677149333529
1568628000,1.4528,1.4584,1.4527,1.4581,1.4547949999999965,1.4580657644497526,1.4515242355502405,550,527.45,85.04685348255448,82.64768620900448
1568642400,1.4579,1.4588,1.456,1.4572,1.4548649999999965,1.4582757330717544,1.4514542669282386,561,529.35,81.70966218035859,82.86726569741751
1568656800,1.4571,1.4574,1.4552,1.4568,1.4548499999999964,1.4582237219934482,1.4514762780065447,442,524.1,89.73283330363364,85.49644965551529
1568671200,1.4563,1.4607,1.455,1.4604,1.4549949999999965,1.4590017318463282,1.4509882681536648,518,522.65,89.73283330363364,87.05844292920835
1568685600,1.4602,1.4632,1.4602,1.4616,1.4552299999999965,1.4601118439228586,1.4503481560771343,555,528.75,93.92779298131013,91.1311531961922
1568700000,1.4614,1.4638,1.4605,1.4631,1.4556399999999967,1.4616003355681335,1.44967966443186,563,531.4,100.00000000000013,94.55354209498103
1568714400,1.4628,1.4636,1.4604,1.4607,1.4560199999999965,1.4622472305312404,1.4497927694687527,545,531.95,91.94015795134395,95.28931697755114
1568728800,1.4605,1.4614,1.4559,1.4567,1.4562149999999965,1.4622685196448297,1.4501614803551632,552,535.15,73.12578100275975,88.355312984701
1568743200,1.4563,1.4573,1.4547,1.4559,1.4563049999999964,1.4622831184406035,1.4503268815593893,482,531.4,52.44304017159762,72.50299304190017
1568757600,1.4557,1.4594,1.4554,1.4592,1.4565349999999966,1.4625865370020004,1.4504834629979928,533,529.75,45.65582041799832,57.07488053078496
1568772000,1.459,1.4607,1.4588,1.4599,1.4567249999999965,1.4629462137150515,1.4505037862849415,548,532.15,51.324961870107956,49.807940819901035
1568786400,1.4596,1.4642,1.4593,1.463,1.4571149999999966,1.4638607468146978,1.4503692531852954,559,534.05,66.35144397490727,54.44407542100424
1568800800,1.4629,1.4635,1.4601,1.462,1.4574749999999965,1.464452642874812,1.4504973571251811,535,533.85,72.21471363573062,63.29703982691501
1568815200,1.4617,1.4622,1.4578,1.4588,1.4576999999999967,1.4645425141641553,1.450857485835838,552,533.6,60.09139588411443,66.2191844982505
1568829600,1.4588,1.4676,1.4588,1.4638,1.4582199999999967,1.4652543727571608,1.4511856272428327,526,532.35,56.006994731546115,62.77103475046346
1568844000,1.4638,1.4726,1.4633,1.4719,1.4592099999999966,1.4678990505860192,1.450520949413974,547,532.05,64.99078687297826,60.363059162879345
1568858400,1.4717,1.4743,1.4707,1.4727,1.4601799999999965,1.4702371566602703,1.4501228433397226,550,538.6,90.25934012106903,70.41904057519754
1568872800,1.4725,1.4746,1.4706,1.4714,1.4610349999999965,1.4718278263253075,1.4502421736746856,549,537.9,95.96378037533907,83.73796912312852
1568887200,1.4711,1.4732,1.4693,1.4699,1.4618049999999962,1.472818169393569,1.4507918306064236,544,538.1,87.3431692596237,91.18876325201033
1568901600,1.4696,1.4718,1.4684,1.4685,1.4625799999999962,1.4731793584755022,1.4519806415244902,539,537.5,74.53453221816413,85.94716061770872
1568916000,1.4683,1.4723,1.4683,1.4712,1.4632349999999963,1.474256665032605,1.4522133349673876,499,534.95,70.71191513638506,77.52987220472404
1568930400,1.4712,1.475,1.471,1.4735,1.4640499999999963,1.4755656415405376,1.452534358459455,542,534,75.31568563010096,73.52071099488313
1568944800,1.4733,1.474,1.4698,1.4703,1.4647249999999963,1.4760425748325678,1.4534074251674247,502,537,71.33211356343476,72.45323810997333
1568959200,1.4701,1.4726,1.4684,1.472,1.465304999999996,1.4768629366711585,1.4537470633288336,555,538.85,66.24867622578849,70.96549180644115
1568973600,1.4716,1.4753,1.4713,1.4751,1.4659799999999963,1.4781540050965558,1.4538059949034368,556,538.9,63.793565501952706,67.12478509705839
1568988000,1.4749,1.4789,1.4747,1.4782,1.4667349999999963,1.4799309501397997,1.453539049860193,551,538.3,79.82815879291236,69.95680017355095
1569002400,1.478,1.4789,1.4769,1.4769,1.4675449999999963,1.4811424225532688,1.4539475774467239,407,531.4,87.03067901974362,76.88413443820265
1569189600,1.4771,1.4779,1.4756,1.4764,1.4685299999999963,1.4816893464917686,1.455370653508224,539,530.75,79.40914166799593,82.08932649355039
1569204000,1.4762,1.4766,1.4744,1.4752,1.4694949999999962,1.481596152841521,1.4573938471584715,525,532.9,55.480752619225335,73.97352443565471
1569218400,1.4749,1.4778,1.4748,1.4768,1.4703749999999962,1.4818995607331882,1.4588504392668042,551,533.8,43.92380217926893,59.60456548882982
1569232800,1.4766,1.4777,1.4756,1.4767,1.4712149999999962,1.481987608787709,1.4604423912122833,546,533.7,40.58833635553473,46.66429705134275
1569247200,1.4766,1.4774,1.4751,1.4768,1.4719049999999962,1.4822435637345508,1.4615664362654417,550,533.25,48.374718863197096,44.29561913266668
1569261600,1.4765,1.4771,1.475,1.4752,1.4725649999999961,1.4819294594127699,1.4632005405872224,504,531.7,33.40290570783162,40.788653642187576
1569276000,1.4752,1.4779,1.475,1.4777,1.473509999999996,1.4806863221843578,1.4663336778156344,556,531.9,32.971682704693954,38.24976909190732
1569290400,1.4776,1.4778,1.4739,1.4747,1.4740549999999961,1.4796886400394997,1.4684213599604925,538,532.5,16.53797172963497,27.637520047386612
1569304800,1.4745,1.4767,1.4732,1.4739,1.4741549999999963,1.4797024228332873,1.4686075771667053,555,532.9,15.473155808878685,21.660936747735633
1569319200,1.4736,1.4741,1.4692,1.471,1.4740699999999962,1.47975439971243,1.4683856002875624,557,533.25,1.2079226507921703e-13,10.670375846171021
1569333600,1.4708,1.4728,1.4693,1.4709,1.4740449999999963,1.4797803204000148,1.4683096795999777,548,533.2,1.2079226507921703e-13,5.157718602959405
1569348000,1.4707,1.4718,1.4697,1.4706,1.4740799999999963,1.4797214891730415,1.468438510826951,507,531.35,1.209402948158337e-13,-1.165980892084109e-13
1569362400,1.4704,1.4738,1.4697,1.4737,1.4743399999999962,1.4793756330379162,1.4693043669620762,539,531.35,12.061158328047114,4.020386109348881
1569376800,1.4733,1.4749,1.4697,1.4745,1.4745049999999964,1.4793301321318244,1.4696798678681684,563,534.55,27.931114800339316,13.330757709461947
1569391200,1.4742,1.4762,1.4737,1.4751,1.4745849999999963,1.4793938564223525,1.46977614357764,566,535.75,46.74485446570453,28.912375864696752
1569405600,1.4749,1.4817,1.4745,1.4815,1.4751449999999964,1.4804139562618208,1.469876043738172,550,538.15,68.01702947099086,47.56433291234467
1569420000,1.4814,1.4835,1.4803,1.4806,1.4755749999999963,1.4811423602444829,1.4700076397555097,546,537.7,81.46155969036657,65.40781454235376
1569434400,1.4803,1.4816,1.4796,1.4808,1.4758599999999962,1.4818671291056549,1.4698528708943375,500,534.9,92.45743619802285,80.64534178645987
1569448800,1.4808,1.4819,1.479,1.4812,1.4760099999999965,1.4823820954237392,1.4696379045762538,518,533.25,89.9734992191233,87.96416503583733
1569463200,1.4811,1.4817,1.4781,1.4812,1.4762249999999963,1.4829812933692152,1.4694687066307774,565,541.15,91.50840888188918,91.31311476634487
1569477600,1.481,1.4815,1.4788,1.4795,1.4763799999999965,1.4832858236358455,1.4694741763641475,551,541.75,83.55815794046195,88.34668868049124
1569492000,1.4793,1.4795,1.4746,1.4759,1.4764149999999963,1.483303621058752,1.4695263789412405,556,543.3,58.50040426885541,77.85565703040194
1569506400,1.4758,1.4814,1.4758,1.4814,1.4766449999999964,1.4838687040422327,1.4694212959577602,568,544.15,50.287930150670626,64.1154974533291
1569520800,1.4811,1.4821,1.48,1.4817,1.4768949999999963,1.4844476088267846,1.469342391173208,440,538.85,51.84962116186216,53.54598519379582
1569535200,1.4814,1.4825,1.4798,1.4812,1.4771149999999964,1.4848965872474464,1.4693334127525464,448,533.75,67.28339731020291,56.47364954091166
1569549600,1.481,1.481,1.4782,1.4788,1.4772949999999965,1.4850575962208716,1.4695324037791213,515,534.3,51.142788397746735,56.75860228993704
1569564000,1.4785,1.4804,1.4782,1.4795,1.4773849999999964,1.4852058119839786,1.4695641880160142,553,534.15,37.001606665097,51.80926412434864
1569578400,1.4794,1.482,1.4771,1.4772,1.4775099999999963,1.4852344805708335,1.4697855194291591,554,534.95,15.776187833928994,34.640194298924
1569592800,1.477,1.4804,1.475,1.4792,1.4777749999999963,1.48534807731965,1.4702019226803427,570,535.7,17.216972902086486,23.331589133703915
1569607200,1.479,1.4793,1.4771,1.4777,1.4781099999999963,1.4850182269860197,1.4712017730139728,427,529.2,9.282644955837787,14.09193523061751
1569794400,1.4778,1.4803,1.477,1.4783,1.4784799999999962,1.4845451793123838,1.4724148206876086,532,528.4,13.35865323927222,13.286090365731917
1569808800,1.4781,1.4818,1.4778,1.4818,1.4790399999999964,1.4840716597747905,1.4740083402252022,520,529.05,23.90857736021836,15.516625185109211
1569823200,1.4816,1.4822,1.4794,1.4808,1.4793949999999962,1.4838368352167008,1.4749531647832916,552,529.7,35.72867592597074,24.331968841820196
1569837600,1.4806,1.4817,1.4785,1.479,1.4796199999999962,1.483462707390888,1.4757772926091044,572,530.15,37.20003604798543,32.279096444724594
1569852000,1.4788,1.4831,1.478,1.4815,1.479939999999996,1.4832532461564025,1.4766267538435895,570,530.35,38.58362033078108,37.17077743491217
1569866400,1.4812,1.4817,1.4804,1.4813,1.4799299999999962,1.4832255121137847,1.4766344878862077,491,527.4,43.80795613640174,39.86387083838917
1569880800,1.4812,1.4836,1.4792,1.4832,1.4800599999999962,1.4836435178378762,1.4764764821621161,516,525.9,67.1569103460826,49.849495604421556
1569895200,1.4828,1.491,1.4787,1.4907,1.4805549999999963,1.4864196312835818,1.4746903687164108,553,528.55,80.61963688372383,63.86150112206914
1569909600,1.4904,1.4936,1.4901,1.4922,1.4811049999999963,1.4888652770627497,1.473344722937243,574,531.35,95.56298928179676,81.1131788372008
1569924000,1.4919,1.4985,1.4909,1.4985,1.4819699999999962,1.4928210091739416,1.471118990826051,574,531.8,100.00000000000011,92.06087538850666
1569938400,1.4982,1.4982,1.4911,1.492,1.482594999999996,1.4942174739230583,1.470972526076934,571,532.8,83.03637808113258,92.8664557876429
1569952800,1.4918,1.4928,1.4908,1.4918,1.483389999999996,1.4952447711953452,1.4715352288046468,501,530.05,65.19766009125755,82.7446793907965
1569967200,1.4916,1.4922,1.4884,1.4891,1.483774999999996,1.4958444448958677,1.4717055551041245,556,529.45,41.04834254896196,63.09412690711712
1569981600,1.489,1.4898,1.488,1.4894,1.4841599999999961,1.4964297025266573,1.471890297473335,550,534.95,33.194030298778124,46.48001097966564
1569996000,1.4891,1.4987,1.4891,1.4964,1.4849199999999958,1.4982033128434495,1.471636687156542,564,540.75,36.623939560194,36.95543746931113
1570010400,1.4963,1.4975,1.4933,1.4937,1.485664999999996,1.4991614106374562,1.4721685893625358,579,543.95,39.86642259373058,36.56146415090067
1570024800,1.4935,1.4942,1.4913,1.4924,1.486309999999996,1.4997992401600246,1.4728207598399674,571,544.85,40.76216077494451,39.084174309622796
1570039200,1.4922,1.4925,1.4903,1.4912,1.487009999999996,1.499978561990336,1.4740414380096558,503,542.3,22.95129026001129,34.52662454289523
1570053600,1.4911,1.4914,1.4888,1.4904,1.4875699999999958,1.5001010973221076,1.475038902677884,552,541.4,10.524791435436967,24.746080823464023
1570068000,1.4901,1.4903,1.4877,1.4888,1.4881249999999961,1.4998132633481076,1.4764367366518847,556,547.85,1.113654089941073,11.529911928462878
1570082400,1.4887,1.4916,1.4862,1.4891,1.4886649999999961,1.4994507823125367,1.4778792176874556,560,549.25,0.6455540140769305,4.094666513151425
1570096800,1.4889,1.4895,1.4856,1.4862,1.4888849999999958,1.4992738931122598,1.4784961068877318,571,551.8,0.6455540140769305,0.8015873726980788
1570111200,1.486,1.486,1.4806,1.4811,1.4888999999999961,1.4992429202885593,1.478557079711433,572,552.8,0.6455540140769305,0.645554014076698
1570125600,1.481,1.4836,1.481,1.4826,1.489079999999996,1.4988361467852276,1.4793238532147643,520,550.2,3.5300355539262664,1.6070478606931433
1570140000,1.4824,1.4835,1.4797,1.481,1.489054999999996,1.4988909493743408,1.4792190506256513,549,549.15,4.154598875720976,2.7767294812411585
1570154400,1.4809,1.4815,1.4792,1.4804,1.489009999999996,1.4989945680976564,1.4790254319023355,554,552.3,4.154598875720976,3.946411101789174
1570168800,1.4803,1.4813,1.4786,1.4803,1.4888649999999959,1.4992587048302015,1.4784712951697903,567,554.85,0.624563321794831,2.9779203577453615
1570183200,1.4801,1.4824,1.4774,1.4779,1.488224999999996,1.499616378322934,1.476833621677058,579,556.15,1.2168044349891716e-13,1.5930540658384105
1570197600,1.4776,1.4791,1.476,1.4764,1.4874349999999958,1.499766792249972,1.4751032077500197,567,555.8,1.2197650297215054e-13,0.20818777393145915
1570212000,1.4764,1.4779,1.476,1.4772,1.486369999999996,1.4983700166706737,1.4743699833293182,414,547.8,2.6450566417020824,0.881685547233876
1570399200,1.4785,1.4806,1.4778,1.4799,1.485764999999996,1.4977886891217105,1.4737413108782815,552,546.85,14.75065542871306,5.798570690138189
1570413600,1.4796,1.482,1.4796,1.4814,1.485244999999996,1.4970777469379264,1.4734122530620655,546,549.1,32.69642960871556,16.697380559710002
1570428000,1.4812,1.485,1.48,1.4839,1.484984999999996,1.496695384284681,1.473274615715311,565,549.55,59.013028016020066,35.486704351149335
1570442400,1.4837,1.4852,1.4815,1.482,1.484614999999996,1.4962110812387863,1.4730189187612057,561,550.1,69.44734414139664,53.71893392204385
1570456800,1.482,1.4848,1.481,1.4828,1.483934999999996,1.494206372843784,1.473663627156208,562,550,80.73766638937246,69.73267951559616
1570471200,1.4825,1.4857,1.4825,1.485,1.483499999999996,1.4927682252936723,1.4742317747063198,501,546.1,85.10934467369934,78.43145173482257
1570485600,1.4849,1.486,1.4831,1.4834,1.4830499999999962,1.491371658494154,1.4747283415058383,555,545.3,89.94029589568957,85.26243565292022
1570500000,1.4832,1.4838,1.4806,1.4812,1.482549999999996,1.4900098927669418,1.4750901072330502,529,546.6,80.4556752774127,85.1684386156003
1570514400,1.4811,1.4825,1.4797,1.4813,1.4820949999999962,1.488637927486542,1.4755520725134503,557,546.85,67.2701814390732,79.22205087072493
1570528800,1.4811,1.4842,1.4811,1.4833,1.481819999999996,1.4876343271405248,1.476005672859467,579,548,67.87769840555484,71.86785170734669
1570543200,1.4831,1.4871,1.483,1.4856,1.481644999999996,1.4867383191628554,1.4765516808371368,561,548.05,81.45955592918672,72.20247859127136
1570557600,1.4854,1.4867,1.4849,1.4859,1.4816299999999962,1.486671071323988,1.4765889286760046,524,545.7,94.64504976752623,81.3274347007557
1570572000,1.4858,1.487,1.4837,1.4839,1.481769999999996,1.4868991714824729,1.4766408285175192,539,544.05,91.67176450782854,89.25879006818029
1570586400,1.4836,1.4845,1.4825,1.4841,1.481844999999996,1.4870636109353954,1.4766263890645968,512,543.65,80.34881958143522,88.88854461892977
1570600800,1.4837,1.4854,1.4815,1.4818,1.4818849999999961,1.487089334740882,1.4766806652591102,554,543.9,47.96144478415587,73.32734295780632
1570615200,1.4817,1.4837,1.4813,1.4837,1.482049999999996,1.4872647866778306,1.4768352133221616,551,543.75,39.019418176500004,55.77656084736347
1570629600,1.4835,1.4866,1.4832,1.4852,1.4822949999999964,1.487617208197075,1.4769727918029176,544,542.6,44.14917486807869,43.71001260957795
1570644000,1.4851,1.4874,1.4849,1.487,1.4827499999999962,1.4880473578410416,1.477452642158951,476,537.45,76.53654966535804,53.23504756997867
1570658400,1.4869,1.49,1.4797,1.4834,1.4830999999999963,1.487526285134865,1.4786737148651277,574,537.8,69.71570035415647,63.4671416291975
1570672800,1.4834,1.4838,1.4812,1.4817,1.4833249999999965,1.4869054329476405,1.4797445670523524,533,543.75,42.575555255637774,62.94260175838386
1570687200,1.4815,1.4827,1.4776,1.4776,1.4832099999999966,1.487330145639636,1.4790898543603572,571,544.7,9.242221922304443,40.511159177366
1570701600,1.4775,1.4816,1.477,1.4792,1.4830999999999963,1.4875145215022272,1.4786854784977654,562,545.5,6.515602828093538,19.444460002011684
1570716000,1.4789,1.4803,1.4758,1.4771,1.4827599999999965,1.4878685810250827,1.4776514189749104,571,545.8,7.035010770412831,7.597611840270041
1570730400,1.4769,1.4792,1.4766,1.4786,1.4825899999999965,1.4880054962923452,1.4771745037076478,511,543.3,13.70741485140684,9.086009483304172
1570744800,1.4785,1.4805,1.4761,1.4764,1.4822699999999966,1.4883175118924774,1.4762224881075159,542,542.3,7.523445072117153,9.421956897978712
1570759200,1.476,1.4767,1.4741,1.4756,1.4817999999999967,1.4883647543816338,1.4752352456183595,539,544.2,7.004037129797861,9.411632351107054
1570773600,1.4754,1.4766,1.4715,1.4722,1.4812399999999966,1.488970562728121,1.4735094372718722,568,544.85,0.3316330488038505,4.953038416906057
1570788000,1.472,1.4725,1.4692,1.4703,1.4806949999999965,1.4897784960281089,1.4716115039718842,568,546.8,1.2186548066968802e-13,2.4452233928670473
1570802400,1.47,1.4725,1.4678,1.4711,1.4801849999999965,1.490175450444824,1.4701945495551692,574,547.65,2.648050877307235,0.9932279753701722
1570816800,1.4709,1.4728,1.4695,1.4726,1.4796499999999964,1.4900533648448204,1.4692466351551723,423,539.85,10.183238118699363,4.277096332002009
